Pair_Speaker_turn,PairID,Speaker,Turn,Speaker_turn,Turn_Boundary,Turn Start,Turn End
20240521_1823_WBLMayG2GW8M_B_10,20240521_1823_WBLMayG2GW8M,B,10,B_10,328.12942499999997,314.6241,349.64355
20240521_1823_WBLMayG2GW8M_A_10,20240521_1823_WBLMayG2GW8M,A,10,A_10,321.21785,327.57275,327.8116
20240521_1823_WBLMayG2GW8M_A_11,20240521_1823_WBLMayG2GW8M,A,11,A_11,339.604445,350.81754,351.63614
20240521_1823_WBLMayG2GW8M_B_12,20240521_1823_WBLMayG2GW8M,B,12,B_12,351.549685,352.042,352.28183
20240521_1823_WBLMayG2GW8M_Both_12,20240521_1823_WBLMayG2GW8M,Both,12,Both_12,352.31696,352.09192,352.59192
20240521_1823_WBLMayG2GW8M_A_13,20240521_1823_WBLMayG2GW8M,A,13,A_13,352.6893,352.80878,353.28668
20240521_1823_WBLMayG2GW8M_B_14,20240521_1823_WBLMayG2GW8M,B,14,B_14,353.82446500000003,353.32117,354.84015
20240521_1823_WBLMayG2GW8M_A_15,20240521_1823_WBLMayG2GW8M,A,15,A_15,354.219895,354.87967,355.11862
20240521_1823_WBLMayG2GW8M_Both_15,20240521_1823_WBLMayG2GW8M,Both,15,Both_15,355.019805,355.00006,355.15994
20240521_1823_WBLMayG2GW8M_B_16,20240521_1823_WBLMayG2GW8M,B,16,B_16,388.37263,355.15994,421.7452
20240521_1823_WBLMayG2GW8M_A_16,20240521_1823_WBLMayG2GW8M,A,16,A_16,388.05892,420.71866,420.9579
20240521_1823_WBLMayG2GW8M_A_17,20240521_1823_WBLMayG2GW8M,A,17,A_17,429.50663,423.20367,438.2946
20240521_1823_WBLMayG2GW8M_B_17,20240521_1823_WBLMayG2GW8M,B,17,B_17,429.103865,426.8509,435.00406
20240521_1823_WBLMayG2GW8M_Both_17,20240521_1823_WBLMayG2GW8M,Both,17,Both_17,432.525225,437.9599,438.19955
20240521_1823_WBLMayG2GW8M_B_18,20240521_1823_WBLMayG2GW8M,B,18,B_18,438.43922499999996,438.19955,438.91855
20240521_1823_WBLMayG2GW8M_A_19,20240521_1823_WBLMayG2GW8M,A,19,A_19,438.845275,438.991,439.491
20240521_1823_WBLMayG2GW8M_B_20,20240521_1823_WBLMayG2GW8M,B,20,B_20,479.5866,442.35373,520.1822
20240521_1823_WBLMayG2GW8M_A_20,20240521_1823_WBLMayG2GW8M,A,20,A_20,475.172945,457.67838,507.99216
20240521_1823_WBLMayG2GW8M_Both_20,20240521_1823_WBLMayG2GW8M,Both,20,Both_20,488.94557499999996,458.0775,520.21277
20240521_1823_WBLMayG2GW8M_A_21,20240521_1823_WBLMayG2GW8M,A,21,A_21,502.30875,520.77234,546.54
20240521_1823_WBLMayG2GW8M_Both_21,20240521_1823_WBLMayG2GW8M,Both,21,Both_21,523.85025,521.252,526.92816
20240521_1823_WBLMayG2GW8M_B_21,20240521_1823_WBLMayG2GW8M,B,21,B_21,532.52825,536.54297,543.8045
20240521_1823_WBLMayG2GW8M_B_22,20240521_1823_WBLMayG2GW8M,B,22,B_22,550.53601,555.2409,564.52905
20240521_1823_WBLMayG2GW8M_Both_22,20240521_1823_WBLMayG2GW8M,Both,22,Both_22,558.1188,559.2665,560.9967
20240521_1823_WBLMayG2GW8M_A_23,20240521_1823_WBLMayG2GW8M,A,23,A_23,562.0277799999999,564.6296,564.78906
20240521_1823_WBLMayG2GW8M_B_24,20240521_1823_WBLMayG2GW8M,B,24,B_24,565.6686500000001,565.1685,566.7077
20240521_1823_WBLMayG2GW8M_A_25,20240521_1823_WBLMayG2GW8M,A,25,A_25,568.68655,566.94196,572.2046
20240521_1823_WBLMayG2GW8M_B_26,20240521_1823_WBLMayG2GW8M,B,26,B_26,607.6209799999999,573.242,648.3
20240521_1823_WBLMayG2GW8M_Both_26,20240521_1823_WBLMayG2GW8M,Both,26,Both_26,612.68605,644.95825,652.1301
20240521_1823_WBLMayG2GW8M_A_27,20240521_1823_WBLMayG2GW8M,A,27,A_27,662.8005949999999,652.1301,680.64294
20240521_1823_WBLMayG2GW8M_Both_27,20240521_1823_WBLMayG2GW8M,Both,27,Both_27,653.1261999999999,652.3692,654.1223
20240521_1823_WBLMayG2GW8M_B_27,20240521_1823_WBLMayG2GW8M,B,27,B_27,657.3186499999999,662.0293,662.2681
20240521_1823_WBLMayG2GW8M_B_28,20240521_1823_WBLMayG2GW8M,B,28,B_28,683.76965,683.3068,705.51
20240521_1823_WBLMayG2GW8M_Both_28,20240521_1823_WBLMayG2GW8M,Both,28,Both_28,694.42632,705.30634,705.54584
20240521_1823_WBLMayG2GW8M_A_29,20240521_1823_WBLMayG2GW8M,A,29,A_29,738.3546200000001,705.54584,771.4029
20240521_1823_WBLMayG2GW8M_B_29,20240521_1823_WBLMayG2GW8M,B,29,B_29,723.7211950000001,710.9413,741.89655
20240521_1823_WBLMayG2GW8M_Both_29,20240521_1823_WBLMayG2GW8M,Both,29,Both_29,729.17815,742.4319,747.415
20240521_1823_WBLMayG2GW8M_B_30,20240521_1823_WBLMayG2GW8M,B,30,B_30,767.3438000000001,772.28864,792.2557
20240521_1823_WBLMayG2GW8M_A_30,20240521_1823_WBLMayG2GW8M,A,30,A_30,780.78637,788.96594,789.2841
20240521_1823_WBLMayG2GW8M_A_31,20240521_1823_WBLMayG2GW8M,A,31,A_31,790.83512,792.5452,792.7043
20240521_1823_WBLMayG2GW8M_Both_31,20240521_1823_WBLMayG2GW8M,Both,31,Both_31,792.59935,792.5739,792.6535
20240521_1823_WBLMayG2GW8M_B_32,20240521_1823_WBLMayG2GW8M,B,32,B_32,803.05485,792.97174,813.5358
20240521_1823_WBLMayG2GW8M_A_32,20240521_1823_WBLMayG2GW8M,A,32,A_32,801.5883699999999,809.805,810.205
20240521_1823_WBLMayG2GW8M_A_33,20240521_1823_WBLMayG2GW8M,A,33,A_33,811.8122,813.5796,813.8194
20240521_1823_WBLMayG2GW8M_B_34,20240521_1823_WBLMayG2GW8M,B,34,B_34,824.88745,815.3836,836.1953
20240521_1823_WBLMayG2GW8M_A_35,20240521_1823_WBLMayG2GW8M,A,35,A_35,826.78345,836.66846,838.1833
20240521_1823_WBLMayG2GW8M_B_36,20240521_1823_WBLMayG2GW8M,B,36,B_36,838.3839800000001,838.90436,840.0995
20240521_1823_WBLMayG2GW8M_A_37,20240521_1823_WBLMayG2GW8M,A,37,A_37,840.30583,840.9093,841.7073
20240521_1823_WBLMayG2GW8M_Both_37,20240521_1823_WBLMayG2GW8M,Both,37,Both_37,841.500365,841.69305,842.09143
20240521_1823_WBLMayG2GW8M_B_38,20240521_1823_WBLMayG2GW8M,B,38,B_38,863.954825,842.09143,886.2166
20240521_1823_WBLMayG2GW8M_Both_38,20240521_1823_WBLMayG2GW8M,Both,38,Both_38,864.034615,845.2185,885.9778
20240521_1823_WBLMayG2GW8M_A_38,20240521_1823_WBLMayG2GW8M,A,38,A_38,864.9456749999999,853.1187,884.67285
20240521_1823_WBLMayG2GW8M_A_39,20240521_1823_WBLMayG2GW8M,A,39,A_39,885.18685,886.5086,917.255
20240521_1823_WBLMayG2GW8M_B_39,20240521_1823_WBLMayG2GW8M,B,39,B_39,901.0282500000001,895.37085,915.5479
20240521_1823_WBLMayG2GW8M_Both_39,20240521_1823_WBLMayG2GW8M,Both,39,Both_39,905.618875,903.42596,915.8669
20240521_1823_WBLMayG2GW8M_B_40,20240521_1823_WBLMayG2GW8M,B,40,B_40,919.5155,921.52875,935.60504
20240521_1823_WBLMayG2GW8M_A_40,20240521_1823_WBLMayG2GW8M,A,40,A_40,926.701075,931.7936,931.8734
20240521_1823_WBLMayG2GW8M_A_41,20240521_1823_WBLMayG2GW8M,A,41,A_41,934.1576,936.2021,936.5216
20240521_1823_WBLMayG2GW8M_Both_41,20240521_1823_WBLMayG2GW8M,Both,41,Both_41,936.30355,936.24506,936.405
20240521_1823_WBLMayG2GW8M_B_42,20240521_1823_WBLMayG2GW8M,B,42,B_42,948.761265,936.405,961.27747
20240521_1823_WBLMayG2GW8M_A_42,20240521_1823_WBLMayG2GW8M,A,42,A_42,945.69377,954.7433,954.98254
20240521_1823_WBLMayG2GW8M_Both_42,20240521_1823_WBLMayG2GW8M,Both,42,Both_42,958.0536999999999,957.7745,961.3641
20240521_1823_WBLMayG2GW8M_A_43,20240521_1823_WBLMayG2GW8M,A,43,A_43,960.0479,961.84265,962.3213
20240521_1823_WBLMayG2GW8M_B_44,20240521_1823_WBLMayG2GW8M,B,44,B_44,969.496245,964.14215,977.14984
20240521_1823_WBLMayG2GW8M_A_44,20240521_1823_WBLMayG2GW8M,A,44,A_44,967.518575,970.815,970.895
20240521_1823_WBLMayG2GW8M_Both_44,20240521_1823_WBLMayG2GW8M,Both,44,Both_44,971.389,971.135,971.963
20240521_1823_WBLMayG2GW8M_A_45,20240521_1823_WBLMayG2GW8M,A,45,A_45,980.3076,978.423,989.4802
20240521_1823_WBLMayG2GW8M_Both_45,20240521_1823_WBLMayG2GW8M,Both,45,Both_45,981.17778,978.90533,983.93256
20240521_1823_WBLMayG2GW8M_B_46,20240521_1823_WBLMayG2GW8M,B,46,B_46,984.985165,990.025,991.065
20240521_1823_WBLMayG2GW8M_A_47,20240521_1823_WBLMayG2GW8M,A,47,A_47,990.76,991.175,991.495
20240521_1823_WBLMayG2GW8M_Both_47,20240521_1823_WBLMayG2GW8M,Both,47,Both_47,991.52,991.305,991.865
20240521_1823_WBLMayG2GW8M_B_48,20240521_1823_WBLMayG2GW8M,B,48,B_48,991.9549999999999,991.865,992.605
20240521_1823_WBLMayG2GW8M_Both_48,20240521_1823_WBLMayG2GW8M,Both,48,Both_48,994.2,992.665,996.535
20240521_1823_WBLMayG2GW8M_A_49,20240521_1823_WBLMayG2GW8M,A,49,A_49,994.76,996.535,996.855
20240521_1823_WBLMayG2GW8M_Both_49,20240521_1823_WBLMayG2GW8M,Both,49,Both_49,997.265,996.745,997.995
20240521_1823_WBLMayG2GW8M_B_50,20240521_1823_WBLMayG2GW8M,B,50,B_50,1013.4628499999999,998.59827,1030.1807
20240521_1823_WBLMayG2GW8M_Both_50,20240521_1823_WBLMayG2GW8M,Both,50,Both_50,1011.11951,1002.4287,1023.64075
20240521_1823_WBLMayG2GW8M_A_50,20240521_1823_WBLMayG2GW8M,A,50,A_50,1011.9568750000001,1021.405,1021.48505
20240521_1823_WBLMayG2GW8M_A_51,20240521_1823_WBLMayG2GW8M,A,51,A_51,1027.1251499999998,1032.2863,1032.8453
20240521_1823_WBLMayG2GW8M_B_52,20240521_1823_WBLMayG2GW8M,B,52,B_52,1034.2356,1032.985,1036.1849
20240521_1823_WBLMayG2GW8M_A_53,20240521_1823_WBLMayG2GW8M,A,53,A_53,1034.7121499999998,1036.2797,1036.4393
20240521_1823_WBLMayG2GW8M_Both_53,20240521_1823_WBLMayG2GW8M,Both,53,Both_53,1036.95235,1036.345,1037.625
20240521_1823_WBLMayG2GW8M_B_54,20240521_1823_WBLMayG2GW8M,B,54,B_54,1039.545,1037.625,1042.745
20240521_1823_WBLMayMCMS5M_B_1,20240521_1823_WBLMayMCMS5M,B,1,B_1,520.2273401,2.5905523,2.8296802
20240521_1823_WBLMayMCMS5M_A_2,20240521_1823_WBLMayMCMS5M,A,2,A_2,21.67866115,18.02634,40.76677
20240521_1823_WBLMayMCMS5M_B_3,20240521_1823_WBLMayMCMS5M,B,3,B_3,55.540323,43.055,93.054306
20240521_1823_WBLMayMCMS5M_A_4,20240521_1823_WBLMayMCMS5M,A,4,A_4,71.644783,93.997734,100.234566
20240521_1823_WBLMayMCMS5M_B_5,20240521_1823_WBLMayMCMS5M,B,5,B_5,101.222832,104.46517,108.44793
20240521_1823_WBLMayMCMS5M_A_6,20240521_1823_WBLMayMCMS5M,A,6,A_6,138.93258500000002,109.428635,173.4
20240521_1823_WBLMayMCMS5M_B_7,20240521_1823_WBLMayMCMS5M,B,7,B_7,158.8747475,178.51727,208.32086
20240521_1823_WBLMayMCMS5M_A_8,20240521_1823_WBLMayMCMS5M,A,8,A_8,235.280135,210.54326,292.043
20240521_1823_WBLMayMCMS5M_B_9,20240521_1823_WBLMayMCMS5M,B,9,B_9,258.13608,304.92957,305.7289
20240521_1823_WBLMayMCMS5M_A_10,20240521_1823_WBLMayMCMS5M,A,10,A_10,312.79221,309.85214,320.65485
20240521_1823_WBLMayMCMS5M_B_11,20240521_1823_WBLMayMCMS5M,B,11,B_11,333.73332000000005,338.43668,357.6145
20240521_1823_WBLMayMCMS5M_A_12,20240521_1823_WBLMayMCMS5M,A,12,A_12,356.75084000000004,358.5168,375.065
20240521_1823_WBLMayMCMS5M_B_13,20240521_1823_WBLMayMCMS5M,B,13,B_13,368.80539999999996,378.37695,379.094
20240521_1823_WBLMayMCMS5M_A_14,20240521_1823_WBLMayMCMS5M,A,14,A_14,385.501815,382.75775,392.62668
20240521_1823_WBLMayMCMS5M_B_15,20240521_1823_WBLMayMCMS5M,B,15,B_15,393.078965,403.16135,403.40018
20240521_1823_WBLMayMCMS5M_A_16,20240521_1823_WBLMayMCMS5M,A,16,A_16,508.563575,404.41824,613.9658
20240521_1823_WBLMayMCMS5M_B_16,20240521_1823_WBLMayMCMS5M,B,16,B_16,507.49287000000004,610.3277,610.5675
20240521_1823_WBLMayN48N5V_B_1,20240521_1823_WBLMayN48N5V,B,1,B_1,308.261883,2.198604,6.196066
20240521_1823_WBLMayN48N5V_A_2,20240521_1823_WBLMayN48N5V,A,2,A_2,6.275802,6.755432,10.353
20240521_1823_WBLMayN48N5V_B_3,20240521_1823_WBLMayN48N5V,B,3,B_3,11.112805,11.312817,15.470178
20240521_1823_WBLMayN48N5V_A_4,20240521_1823_WBLMayN48N5V,A,4,A_4,43.3139085,17.320827,75.315
20240521_1823_WBLMayN48N5V_B_4,20240521_1823_WBLMayN48N5V,B,4,B_4,45.6098435,47.44934,73.89886
20240521_1823_WBLMayN48N5V_B_5,20240521_1823_WBLMayN48N5V,B,5,B_5,62.26665,76.60619,77.08396
20240521_1823_WBLMayN48N5V_A_6,20240521_1823_WBLMayN48N5V,A,6,A_6,88.19806,77.475,99.78993
20240521_1823_WBLMayN48N5V_B_7,20240521_1823_WBLMayN48N5V,B,7,B_7,129.33884999999998,101.77853,181.2027
20240521_1823_WBLMayN48N5V_A_7,20240521_1823_WBLMayN48N5V,A,7,A_7,104.994265,108.0755,108.21
20240521_1823_WBLMayN48N5V_A_8,20240521_1823_WBLMayN48N5V,A,8,A_8,175.854035,182.25653,243.63257
20240521_1823_WBLMayN48N5V_B_8,20240521_1823_WBLMayN48N5V,B,8,B_8,203.18797999999998,223.88042,224.11943
20240521_1823_WBLMayN48N5V_B_9,20240521_1823_WBLMayN48N5V,B,9,B_9,237.98423,245.70792,252.08804
20240521_1823_WBLMayN48N5V_A_10,20240521_1823_WBLMayN48N5V,A,10,A_10,250.00994500000002,252.71802,254.31197
20240521_1823_WBLMayN48N5V_B_11,20240521_1823_WBLMayN48N5V,B,11,B_11,262.35553,256.56958,271.99304
20240521_1823_WBLMayN48N5V_A_12,20240521_1823_WBLMayN48N5V,A,12,A_12,265.10979,273.25,273.65
20240521_1823_WBLMayN48N5V_B_13,20240521_1823_WBLMayN48N5V,B,13,B_13,281.4749,275.09775,289.6998
20240521_1823_WBLMayN48N5V_A_14,20240521_1823_WBLMayN48N5V,A,14,A_14,288.27887499999997,290.8359,301.46
20240521_1823_WBLMayN48N5V_B_14,20240521_1823_WBLMayN48N5V,B,14,B_14,295.1848,299.29382,299.5337
20240521_1823_WBLMayN48N5V_B_15,20240521_1823_WBLMayN48N5V,B,15,B_15,302.77159,302.57172,306.24936
20240521_1823_WBLMayN48N5V_A_16,20240521_1823_WBLMayN48N5V,A,16,A_16,305.42586,307.62,308.28
20240521_1823_WBLMayN48N5V_Both_16,20240521_1823_WBLMayN48N5V,Both,16,Both_16,307.8141,307.84833,308.0082
20240521_1823_WBLMayN48N5V_B_17,20240521_1823_WBLMayN48N5V,B,17,B_17,310.97196499999995,309.28738,314.0956
20240521_1823_WBLMayN48N5V_A_18,20240521_1823_WBLMayN48N5V,A,18,A_18,329.08119,315.69934,348.875
20240521_1823_WBLMayN48N5V_B_19,20240521_1823_WBLMayN48N5V,B,19,B_19,335.67487,350.69366,355.6504
20240521_1823_WBLMayN48N5V_Both_19,20240521_1823_WBLMayN48N5V,Both,19,Both_19,353.11138000000005,355.3695,355.5291
20240521_1823_WBLMayN48N5V_A_20,20240521_1823_WBLMayN48N5V,A,20,A_20,359.6388,355.5291,363.9081
20240521_1823_WBLMayN48N5V_B_21,20240521_1823_WBLMayN48N5V,B,21,B_21,383.68975,364.76492,411.8504
20240521_1823_WBLMayN48N5V_A_21,20240521_1823_WBLMayN48N5V,A,21,A_21,387.86314000000004,368.8557,410.96136
20240521_1823_WBLMayN48N5V_A_22,20240521_1823_WBLMayN48N5V,A,22,A_22,421.1012,416.5568,473.3467
20240521_1823_WBLMayN48N5V_Both_22,20240521_1823_WBLMayN48N5V,Both,22,Both_22,444.9259,473.135,473.295
20240521_1823_WBLMayN48N5V_B_23,20240521_1823_WBLMayN48N5V,B,23,B_23,473.29499999999996,473.295,473.455
20240521_1823_WBLMayN48N5V_A_24,20240521_1823_WBLMayN48N5V,A,24,A_24,474.805565,474.07968,476.31613
20240521_1823_WBLMayN48N5V_B_25,20240521_1823_WBLMayN48N5V,B,25,B_25,475.88734,477.455,477.695
20240521_1823_WBLMayN48N5V_A_26,20240521_1823_WBLMayN48N5V,A,26,A_26,493.75795,478.0733,510.0609
20240521_1823_WBLMayN48N5V_B_26,20240521_1823_WBLMayN48N5V,B,26,B_26,492.96394,507.45654,507.85458
20240521_1823_WBLMayN48N5V_B_27,20240521_1823_WBLMayN48N5V,B,27,B_27,531.2410199999999,511.45874,555.0255
20240521_1823_WBLMayN48N5V_A_28,20240521_1823_WBLMayN48N5V,A,28,A_28,570.51267,557.0773,629.5666
20240521_1823_WBLMayN48N5V_B_28,20240521_1823_WBLMayN48N5V,B,28,B_28,560.331285,563.34595,563.58527
20240521_1823_WBLMayN48N5V_B_29,20240521_1823_WBLMayN48N5V,B,29,B_29,601.870325,631.53687,640.3947
20240521_1823_WBLMayN48N5V_A_30,20240521_1823_WBLMayN48N5V,A,30,A_30,637.566785,642.082,643.5967
20240521_1823_WBLMayN48N5V_Both_30,20240521_1823_WBLMayN48N5V,Both,30,Both_30,642.5949499999999,642.86847,643.1079
20240521_1823_WBLMayN48N5V_B_31,20240521_1823_WBLMayN48N5V,B,31,B_31,665.102835,645.2778,687.3372
20240521_1823_WBLMayN48N5V_A_31,20240521_1823_WBLMayN48N5V,A,31,A_31,661.38243,677.2482,677.48706
20240521_1823_WBLMayN48N5V_A_32,20240521_1823_WBLMayN48N5V,A,32,A_32,692.8274,689.524,708.4066
20240521_1823_WBLMayN48N5V_B_33,20240521_1823_WBLMayN48N5V,B,33,B_33,729.6298300000001,711.165,769.73566
20240521_1823_WBLMayN48N5V_A_34,20240521_1823_WBLMayN48N5V,A,34,A_34,759.9902999999999,770.9577,808.8156
20240521_1823_WBLMayN48N5V_B_34,20240521_1823_WBLMayN48N5V,B,34,B_34,789.3579,807.5186,807.7581
20240521_1823_WBLMayN48N5V_B_35,20240521_1823_WBLMayN48N5V,B,35,B_35,808.9628,810.1676,810.407
20240521_1823_WBLMayN48N5V_A_36,20240521_1823_WBLMayN48N5V,A,36,A_36,854.80985,810.4092,899.4521
20240521_1823_WBLMayN48N5V_B_37,20240521_1823_WBLMayN48N5V,B,37,B_37,870.1146000000001,901.03,929.82
20240521_1823_WBLMayN48N5V_A_37,20240521_1823_WBLMayN48N5V,A,37,A_37,915.46045,929.6514,929.8909
20240521_1823_WBLMayN48N5V_Both_37,20240521_1823_WBLMayN48N5V,Both,37,Both_37,930.09053,929.82,930.52966
20240521_1823_WBLMayN48N5V_A_38,20240521_1823_WBLMayN48N5V,A,38,A_38,930.61395,930.76917,931.4079
20240521_1823_WBLMayN48N5V_B_39,20240521_1823_WBLMayN48N5V,B,39,B_39,932.784585,931.42,934.8
20240521_1823_WBLMayN48N5V_Both_39,20240521_1823_WBLMayN48N5V,Both,39,Both_39,933.01078,932.62,934.60156
20240521_1823_WBLMayN48N5V_A_40,20240521_1823_WBLMayN48N5V,A,40,A_40,939.168275,935.0008,945.71655
20240521_1823_WBLMayN48N5V_B_41,20240521_1823_WBLMayN48N5V,B,41,B_41,944.1294,946.15234,953.258
20240521_1823_WBLMayN48N5V_A_42,20240521_1823_WBLMayN48N5V,A,42,A_42,951.8470199999999,953.4668,957.5417
20240521_1823_WBLMayN48N5V_Both_42,20240521_1823_WBLMayN48N5V,Both,42,Both_42,955.47812,957.3298,957.48944
20240521_1823_WBLMayN48N5V_B_43,20240521_1823_WBLMayN48N5V,B,43,B_43,996.1224,957.9685,1034.915
20240521_1823_WBLMayN48N5V_A_44,20240521_1823_WBLMayN48N5V,A,44,A_44,1011.75425,1035.4427,1065.54
20240521_1823_WBLMayN48N5V_B_45,20240521_1823_WBLMayN48N5V,B,45,B_45,1051.94615,1067.9707,1068.4496
20240521_1823_WBLMayN48N5V_Both_45,20240521_1823_WBLMayN48N5V,Both,45,Both_45,1068.4753500000002,1068.1799,1068.98
20240521_1823_WBLMayN48N5V_A_46,20240521_1823_WBLMayN48N5V,A,46,A_46,1076.2927,1069.14,1084.4055
20240521_1823_WBLMayN48N5V_B_46,20240521_1823_WBLMayN48N5V,B,46,B_46,1073.7103000000002,1078.0413,1078.2806
20240521_1823_WBLMayN48N5V_B_47,20240521_1823_WBLMayN48N5V,B,47,B_47,1084.1581500000002,1087.3151,1090.275
20240521_1823_WBLMayN48N5V_A_48,20240521_1823_WBLMayN48N5V,A,48,A_48,1095.2933,1090.8871,1103.2715
20240521_1823_WBLMayN48N5V_B_49,20240521_1823_WBLMayN48N5V,B,49,B_49,1098.2657,1103.9657,1105.6443
20240521_1823_WBLMayN48N5V_A_50,20240521_1823_WBLMayN48N5V,A,50,A_50,1106.6957499999999,1105.8398,1109.4258
20240521_1823_WBLMayN48N5V_B_51,20240521_1823_WBLMayN48N5V,B,51,B_51,1121.5837000000001,1110.4406,1137.3276
20240521_1823_WBLMayN48N5V_A_52,20240521_1823_WBLMayN48N5V,A,52,A_52,1130.9866,1142.6672,1151.5326
20240521_1823_WBLMayN48N5V_B_53,20240521_1823_WBLMayN48N5V,B,53,B_53,1150.3766,1153.2098,1158.086
20240521_1823_WBLMayN48N5V_A_54,20240521_1823_WBLMayN48N5V,A,54,A_54,1160.1556,1158.8744,1167.1014
20240521_1823_WBLMayN48N5V_B_55,20240521_1823_WBLMayN48N5V,B,55,B_55,1164.7554,1170.3175,1170.6364
20240521_1823_WBLMayN48N5V_A_56,20240521_1823_WBLMayN48N5V,A,56,A_56,1172.4272500000002,1171.6682,1174.537
20240521_1823_WBLMayN48N5V_B_57,20240521_1823_WBLMayN48N5V,B,57,B_57,1173.62275,1175.2584,1175.5773
20240521_1823_WBLMayN48N5V_A_58,20240521_1823_WBLMayN48N5V,A,58,A_58,1175.9735,1175.9714,1176.6886
20240521_1823_WBLMayN48N5V_Both_58,20240521_1823_WBLMayN48N5V,Both,58,Both_58,1176.5821999999998,1176.5336,1177.193
20240521_1823_WBLMayN48N5V_B_59,20240521_1823_WBLMayN48N5V,B,59,B_59,1179.7273500000001,1177.2507,1182.9211
20240521_1823_WBLMayN48N5V_Both_59,20240521_1823_WBLMayN48N5V,Both,59,Both_59,1180.99385,1180.5182,1184.737
20240521_1823_WBLMayN48N5V_A_60,20240521_1823_WBLMayN48N5V,A,60,A_60,1186.34375,1184.737,1192.1693
20240521_1823_WBLMayN48N5V_B_61,20240521_1823_WBLMayN48N5V,B,61,B_61,1204.95845,1194.632,1225.1799
20240521_1823_WBLMayN48N5V_A_62,20240521_1823_WBLMayN48N5V,A,62,A_62,1217.5610000000001,1227.6901,1240.49
20240521_1823_WBLMayN48N5V_B_63,20240521_1823_WBLMayN48N5V,B,63,B_63,1239.70505,1244.28,1251.72
20240521_1823_WBLMayN48N5V_A_64,20240521_1823_WBLMayN48N5V,A,64,A_64,1256.6518999999998,1255.3792,1269.0238
20240521_1823_WBLMayN48N5V_B_65,20240521_1823_WBLMayN48N5V,B,65,B_65,1281.03035,1270.5098,1306.6815
20240521_1823_WBLMayN48N5V_A_65,20240521_1823_WBLMayN48N5V,A,65,A_65,1283.8796,1297.1697,1297.2494
20240521_1823_WBLMayN48N5V_A_66,20240521_1823_WBLMayN48N5V,A,66,A_66,1303.7845499999999,1307.5303,1310.3994
20240521_1823_WBLMayN48N5V_B_67,20240521_1823_WBLMayN48N5V,B,67,B_67,1311.2954,1311.1504,1315.0605
20240521_1823_WBLMayN48N5V_A_68,20240521_1823_WBLMayN48N5V,A,68,A_68,1316.99545,1321.566,1322.8405
20240521_1823_WBLMayN48N5V_B_69,20240521_1823_WBLMayN48N5V,B,69,B_69,1324.931,1326.9421,1328.296
20240521_1823_WBLMayN48N5V_A_70,20240521_1823_WBLMayN48N5V,A,70,A_70,1334.51495,1328.5117,1342.0878
20240521_1823_WBLMayN48N5V_B_71,20240521_1823_WBLMayN48N5V,B,71,B_71,1336.69435,1344.2397,1344.877
20240521_1823_WBLMayN48N5V_A_72,20240521_1823_WBLMayN48N5V,A,72,A_72,1353.38735,1347.2651,1362.535
20240521_1823_WBLMayN48N5V_B_73,20240521_1823_WBLMayN48N5V,B,73,B_73,1359.57255,1363.7799,1371.88
20240521_1823_WBLMayN48N5V_A_74,20240521_1823_WBLMayN48N5V,A,74,A_74,1372.125,1373.27,1380.4701
20240521_1823_WBLMayN48N5V_B_75,20240521_1823_WBLMayN48N5V,B,75,B_75,1383.59785,1383.6221,1393.9257
20240521_1823_WBLMayN48N5V_A_76,20240521_1823_WBLMayN48N5V,A,76,A_76,1392.19785,1394.6956,1400.7736
20240521_1823_WBLMayN48N5V_B_77,20240521_1823_WBLMayN48N5V,B,77,B_77,1403.92765,1403.6603,1413.1597
20240521_1823_WBLMayN48N5V_A_77,20240521_1823_WBLMayN48N5V,A,77,A_77,1405.12685,1406.434,1406.5934
20240521_1823_WBLMayN48N5V_A_78,20240521_1823_WBLMayN48N5V,A,78,A_78,1474.8175999999999,1416.4921,1543.2012
20240521_1823_WBLMayN48N5V_B_78,20240521_1823_WBLMayN48N5V,B,78,B_78,1476.134,1451.1561,1535.7759
20240521_1823_WBLMayN48N5V_Both_78,20240521_1823_WBLMayN48N5V,Both,78,Both_78,1451.3955,1451.3157,1451.6349
20240521_1823_WBLMayN48N5V_B_79,20240521_1823_WBLMayN48N5V,B,79,B_79,1497.6572,1543.3394,1543.9987
20240521_1823_WBLMayN48N5V_Both_79,20240521_1823_WBLMayN48N5V,Both,79,Both_79,1544.7974,1543.8397,1546.2554
20240521_1823_WBLMayN48N5V_A_80,20240521_1823_WBLMayN48N5V,A,80,A_80,1546.8728,1546.3141,1549.9059
20240521_1823_WBLMayN48N5V_B_81,20240521_1823_WBLMayN48N5V,B,81,B_81,1555.74645,1553.4635,1565.1788
20240521_1823_WBLMayN48N5V_A_82,20240521_1823_WBLMayN48N5V,A,82,A_82,1564.28675,1565.25,1575.11
20240521_1823_WBLMayN48N5V_B_82,20240521_1823_WBLMayN48N5V,B,82,B_82,1569.31725,1572.9862,1573.3845
20240521_1823_WBLMayN48N5V_B_83,20240521_1823_WBLMayN48N5V,B,83,B_83,1574.8665,1575.1526,1576.7468
20240521_1823_WBLMayN48N5V_A_84,20240521_1823_WBLMayN48N5V,A,84,A_84,1578.08605,1578.4628,1581.0195
20240521_1823_WBLMayN48N5V_Both_84,20240521_1823_WBLMayN48N5V,Both,84,Both_84,1579.9165,1580.9717,1581.3702
