Pair_Speaker_turn,PairID,Speaker,Turn,Speaker_turn,Turn_Boundary,Turn Start,Turn End
20240521_1823_WBLMayTR126E_Both_47,20240521_1823_WBLMayTR126E,Both,47,Both_47,1499.7472,1500.0182,1500.5182
20240521_1823_WBLMayTR126E_A_47,20240521_1823_WBLMayTR126E,A,47,A_47,1521.4691,1542.5216,1542.92
20240521_1823_WBLMayTR126E_A_48,20240521_1823_WBLMayTR126E,A,48,A_48,1543.19885,1543.6371,1543.8761
20240521_1823_WBLMayTR126E_Both_48,20240521_1823_WBLMayTR126E,Both,48,Both_48,1543.8033,1543.6506,1543.9695
20240521_1823_WBLMayTR126E_B_49,20240521_1823_WBLMayTR126E,B,49,B_49,1552.6037000000001,1543.9695,1561.5568
20240521_1823_WBLMayTR126E_A_49,20240521_1823_WBLMayTR126E,A,49,A_49,1550.6655,1550.5688,1557.3615
20240521_1823_WBLMayTR126E_Both_49,20240521_1823_WBLMayTR126E,Both,49,Both_49,1554.6954,1557.7605,1558.822
20240521_1823_WBLMayTR126E_A_50,20240521_1823_WBLMayTR126E,A,50,A_50,1559.8752,1561.5908,1561.9899
20240521_1823_WBLMayTR126E_B_51,20240521_1823_WBLMayTR126E,B,51,B_51,1573.503,1562.0293,1585.4152
20240521_1823_WBLMayTR126E_A_51,20240521_1823_WBLMayTR126E,A,51,A_51,1573.7356,1568.6133,1585.4419
20240521_1823_WBLMayTR126E_Both_51,20240521_1823_WBLMayTR126E,Both,51,Both_51,1581.9697999999999,1585.4152,1595.3263
20240521_1823_WBLMayTR126E_A_52,20240521_1823_WBLMayTR126E,A,52,A_52,1601.8102,1595.2455,1618.2052
20240521_1823_WBLMayTR126E_B_52,20240521_1823_WBLMayTR126E,B,52,B_52,1605.3310999999999,1615.2574,1615.4167
20240521_1823_WBLMayTR126E_B_53,20240521_1823_WBLMayTR126E,B,53,B_53,1616.93005,1618.3638,1618.6027
20240521_1823_WBLMayTR126E_A_54,20240521_1823_WBLMayTR126E,A,54,A_54,1624.9831,1619.3995,1631.6024
20240521_1823_WBLMayTR126E_B_54,20240521_1823_WBLMayTR126E,B,54,B_54,1624.3452499999999,1629.052,1629.291
20240521_1823_WBLMayTR126E_B_55,20240521_1823_WBLMayTR126E,B,55,B_55,1648.2313,1647.3967,1667.4106
20240521_1823_WBLMayTR126E_A_55,20240521_1823_WBLMayTR126E,A,55,A_55,1654.14835,1660.8201,1660.9
20240521_1823_WBLMayTR126E_Both_55,20240521_1823_WBLMayTR126E,Both,55,Both_55,1665.75005,1661.14,1670.68
20240521_1823_WBLMayTR126E_A_56,20240521_1823_WBLMayTR126E,A,56,A_56,1683.1754,1671.06,1705.2108
20240521_1823_WBLMayTR126E_Both_56,20240521_1823_WBLMayTR126E,Both,56,Both_56,1688.10915,1673.3142,1705.1583
20240521_1823_WBLMayTR126E_B_57,20240521_1823_WBLMayTR126E,B,57,B_57,1691.1107000000002,1705.1583,1708.9072
20240521_1823_WBLMayTR126E_Both_57,20240521_1823_WBLMayTR126E,Both,57,Both_57,1707.75065,1705.3179,1710.343
20240521_1823_WBLMayTR126E_A_58,20240521_1823_WBLMayTR126E,A,58,A_58,1707.7776,1710.0778,1710.2373
20240521_1823_WBLMayTR126E_B_59,20240521_1823_WBLMayTR126E,B,59,B_59,1714.6883,1710.343,1719.2988
20240521_1823_WBLMayTX2V2G_B_1,20240521_1823_WBLMayTX2V2G,B,1,B_1,857.66921715,4.4954343,4.9954343
20240521_1823_WBLMayTX2V2G_A_2,20240521_1823_WBLMayTX2V2G,A,2,A_2,9.72263265,6.2799997,14.949831
20240521_1823_WBLMayTX2V2G_B_3,20240521_1823_WBLMayTX2V2G,B,3,B_3,15.64867835,16.935284,25.017357
20240521_1823_WBLMayTX2V2G_A_4,20240521_1823_WBLMayTX2V2G,A,4,A_4,23.079272,27.313696,29.22326
20240521_1823_WBLMayTX2V2G_B_5,20240521_1823_WBLMayTX2V2G,B,5,B_5,38.0001095,48.526787,48.686523
20240521_1823_WBLMayTX2V2G_A_6,20240521_1823_WBLMayTX2V2G,A,6,A_6,50.1554225,51.305588,51.784058
20240521_1823_WBLMayTX2V2G_B_7,20240521_1823_WBLMayTX2V2G,B,7,B_7,51.8018725,51.97838,52.298157
20240521_1823_WBLMayTX2V2G_Both_7,20240521_1823_WBLMayTX2V2G,Both,7,Both_7,52.08058,52.023293,52.18278
20240521_1823_WBLMayTX2V2G_A_8,20240521_1823_WBLMayTX2V2G,A,8,A_8,58.2014265,52.18278,64.37956
20240521_1823_WBLMayTX2V2G_Both_8,20240521_1823_WBLMayTX2V2G,Both,8,Both_8,59.406639999999996,62.850906,66.6305
20240521_1823_WBLMayTX2V2G_B_9,20240521_1823_WBLMayTX2V2G,B,9,B_9,67.7695005,66.38063,72.688095
20240521_1823_WBLMayTX2V2G_A_10,20240521_1823_WBLMayTX2V2G,A,10,A_10,76.10531499999999,73.415,85.83
20240521_1823_WBLMayTX2V2G_B_10,20240521_1823_WBLMayTX2V2G,B,10,B_10,79.64147,85.54901,85.86794
20240521_1823_WBLMayTX2V2G_Both_10,20240521_1823_WBLMayTX2V2G,Both,10,Both_10,86.00950499999999,85.83,86.47
20240521_1823_WBLMayTX2V2G_B_11,20240521_1823_WBLMayTX2V2G,B,11,B_11,86.327365,86.2666,86.82473
20240521_1823_WBLMayTX2V2G_A_12,20240521_1823_WBLMayTX2V2G,A,12,A_12,93.0957975,91.03,99.924995
20240521_1823_WBLMayTX2V2G_B_12,20240521_1823_WBLMayTX2V2G,B,12,B_12,95.15585,99.04233,99.2817
20240521_1823_WBLMayTX2V2G_Both_12,20240521_1823_WBLMayTX2V2G,Both,12,Both_12,101.43604500000001,99.92002,103.82976
20240521_1823_WBLMayTX2V2G_B_13,20240521_1823_WBLMayTX2V2G,B,13,B_13,130.892625,105.26599,161.86523
20240521_1823_WBLMayTX2V2G_A_14,20240521_1823_WBLMayTX2V2G,A,14,A_14,164.758605,166.99368,224.25122
20240521_1823_WBLMayTX2V2G_B_14,20240521_1823_WBLMayTX2V2G,B,14,B_14,195.225125,170.8752,223.45657
20240521_1823_WBLMayTX2V2G_Both_14,20240521_1823_WBLMayTX2V2G,Both,14,Both_14,198.1652,187.16005,225.4552
20240521_1823_WBLMayTX2V2G_B_15,20240521_1823_WBLMayTX2V2G,B,15,B_15,209.90515,225.93488,232.65025
20240521_1823_WBLMayTX2V2G_A_15,20240521_1823_WBLMayTX2V2G,A,15,A_15,229.173195,232.25163,232.41151
20240521_1823_WBLMayTX2V2G_Both_15,20240521_1823_WBLMayTX2V2G,Both,15,Both_15,232.571415,232.65025,232.8912
20240521_1823_WBLMayTX2V2G_A_16,20240521_1823_WBLMayTX2V2G,A,16,A_16,232.890645,232.8912,233.13104
20240521_1823_WBLMayTX2V2G_B_17,20240521_1823_WBLMayTX2V2G,B,17,B_17,237.03539,233.46255,241.17958
20240521_1823_WBLMayTX2V2G_A_17,20240521_1823_WBLMayTX2V2G,A,17,A_17,237.01432499999999,240.08641,240.5661
20240521_1823_WBLMayTX2V2G_Both_17,20240521_1823_WBLMayTX2V2G,Both,17,Both_17,240.553435,240.46356,241.02046
20240521_1823_WBLMayTX2V2G_A_18,20240521_1823_WBLMayTX2V2G,A,18,A_18,245.48648,243.85777,250.5094
20240521_1823_WBLMayTX2V2G_B_18,20240521_1823_WBLMayTX2V2G,B,18,B_18,246.94874499999997,249.80028,250.03972
20240521_1823_WBLMayTX2V2G_Both_18,20240521_1823_WBLMayTX2V2G,Both,18,Both_18,251.236945,250.4388,252.67361
20240521_1823_WBLMayTX2V2G_B_19,20240521_1823_WBLMayTX2V2G,B,19,B_19,263.216915,252.67361,275.99503
20240521_1823_WBLMayTX2V2G_A_19,20240521_1823_WBLMayTX2V2G,A,19,A_19,264.221815,258.17343,275.77002
20240521_1823_WBLMayTX2V2G_A_20,20240521_1823_WBLMayTX2V2G,A,20,A_20,267.291715,276.01,276.41
20240521_1823_WBLMayTX2V2G_B_21,20240521_1823_WBLMayTX2V2G,B,21,B_21,304.33569,276.8737,332.66138
20240521_1823_WBLMayTX2V2G_A_22,20240521_1823_WBLMayTX2V2G,A,22,A_22,305.9646,332.897,335.0555
20240521_1823_WBLMayTX2V2G_Both_22,20240521_1823_WBLMayTX2V2G,Both,22,Both_22,333.49658,333.2206,334.09616
20240521_1823_WBLMayTX2V2G_B_23,20240521_1823_WBLMayTX2V2G,B,23,B_23,336.09655,336.4161,338.9725
20240521_1823_WBLMayTX2V2G_Both_23,20240521_1823_WBLMayTX2V2G,Both,23,Both_23,337.574475,338.4931,338.73285
20240521_1823_WBLMayTX2V2G_A_24,20240521_1823_WBLMayTX2V2G,A,24,A_24,338.89282000000003,338.97275,339.29254
20240521_1823_WBLMayTX2V2G_B_25,20240521_1823_WBLMayTX2V2G,B,25,B_25,342.251625,339.45184,345.5305
20240521_1823_WBLMayTX2V2G_A_26,20240521_1823_WBLMayTX2V2G,A,26,A_26,354.016155,350.88315,368.58047
20240521_1823_WBLMayTX2V2G_B_26,20240521_1823_WBLMayTX2V2G,B,26,B_26,358.745625,366.3687,366.6081
20240521_1823_WBLMayTX2V2G_B_27,20240521_1823_WBLMayTX2V2G,B,27,B_27,395.91076,370.3747,425.45282
20240521_1823_WBLMayTX2V2G_A_27,20240521_1823_WBLMayTX2V2G,A,27,A_27,392.57735,414.46,414.78
20240521_1823_WBLMayTX2V2G_A_28,20240521_1823_WBLMayTX2V2G,A,28,A_28,442.3325,433.42422,470.205
20240521_1823_WBLMayTX2V2G_B_29,20240521_1823_WBLMayTX2V2G,B,29,B_29,507.599745,470.84955,581.77527
20240521_1823_WBLMayTX2V2G_A_30,20240521_1823_WBLMayTX2V2G,A,30,A_30,567.273895,589.9467,663.69824
20240521_1823_WBLMayTX2V2G_Both_30,20240521_1823_WBLMayTX2V2G,Both,30,Both_30,628.34125,645.10767,666.7358
20240521_1823_WBLMayTX2V2G_B_30,20240521_1823_WBLMayTX2V2G,B,30,B_30,654.332285,663.3174,663.5569
20240521_1823_WBLMayTX2V2G_B_31,20240521_1823_WBLMayTX2V2G,B,31,B_31,862.4672,667.07025,1061.617
20240521_1823_WBLMayTX2V2G_A_32,20240521_1823_WBLMayTX2V2G,A,32,A_32,933.511125,1067.0127,1199.952
20240521_1823_WBLMayTX2V2G_B_32,20240521_1823_WBLMayTX2V2G,B,32,B_32,1130.5157,1179.8251,1194.0187
20240521_1823_WBLMayTX2V2G_Both_32,20240521_1823_WBLMayTX2V2G,Both,32,Both_32,1189.1716999999999,1194.8545,1198.5183
20240521_1823_WBLMayTX2V2G_B_33,20240521_1823_WBLMayTX2V2G,B,33,B_33,1202.99975,1200.105,1211.145
20240521_1823_WBLMayTX2V2G_A_34,20240521_1823_WBLMayTX2V2G,A,34,A_34,1219.8995,1219.4098,1239.694
20240521_1823_WBLMayTX2V2G_B_34,20240521_1823_WBLMayTX2V2G,B,34,B_34,1226.8174,1224.7849,1234.225
20240521_1823_WBLMayTX2V2G_Both_34,20240521_1823_WBLMayTX2V2G,Both,34,Both_34,1226.7949,1225.0878,1228.8049
20240521_1823_WBLMayTX2V2G_B_35,20240521_1823_WBLMayTX2V2G,B,35,B_35,1258.9053,1239.75,1292.7228
20240521_1823_WBLMayTX2V2G_A_36,20240521_1823_WBLMayTX2V2G,A,36,A_36,1269.896,1299.8021,1300.042
20240521_1823_WBLMayTX2V2G_B_37,20240521_1823_WBLMayTX2V2G,B,37,B_37,1312.1165500000002,1311.4016,1324.431
20240521_1823_WBLMayTX2V2G_A_38,20240521_1823_WBLMayTX2V2G,A,38,A_38,1328.8153499999999,1331.236,1346.2291
20240521_1823_WBLMayTX2V2G_B_39,20240521_1823_WBLMayTX2V2G,B,39,B_39,1346.7244500000002,1350.044,1362.2129
20240521_1823_WBLMayTX2V2G_A_40,20240521_1823_WBLMayTX2V2G,A,40,A_40,1372.55985,1363.1317,1395.0757
20240521_1823_WBLMayTX2V2G_B_41,20240521_1823_WBLMayTX2V2G,B,41,B_41,1388.3109,1404.6423,1413.4901
20240521_1823_WBLMayTX2V2G_A_42,20240521_1823_WBLMayTX2V2G,A,42,A_42,1414.05935,1419.5696,1423.4764
20240521_1823_WBLMayTX2V2G_B_42,20240521_1823_WBLMayTX2V2G,B,42,B_42,1420.5621,1421.3951,1421.5546
20240521_1823_WBLMayTX2V2G_Both_42,20240521_1823_WBLMayTX2V2G,Both,42,Both_42,1422.1965500000001,1421.5546,1422.998
20240521_1823_WBLMayTX2V2G_B_43,20240521_1823_WBLMayTX2V2G,B,43,B_43,1434.89845,1426.6549,1448.2423
20240521_1823_WBLMayTX2V2G_A_44,20240521_1823_WBLMayTX2V2G,A,44,A_44,1443.8418000000001,1452.408,1461.0287
20240521_1823_WBLMayTX2V2G_B_45,20240521_1823_WBLMayTX2V2G,B,45,B_45,1490.41105,1482.0326,1528.4141
20240521_1823_WBLMayTX2V2G_A_46,20240521_1823_WBLMayTX2V2G,A,46,A_46,1520.40015,1537.3707,1558.7677
20240521_1823_WBLMayTX2V2G_B_46,20240521_1823_WBLMayTX2V2G,B,46,B_46,1545.1053499999998,1552.68,1552.84
20240521_1823_WBLMayTX2V2G_B_47,20240521_1823_WBLMayTX2V2G,B,47,B_47,1606.00005,1559.0024,1659.3201
20240521_1823_WBLMayTX2V2G_A_47,20240521_1823_WBLMayTX2V2G,A,47,A_47,1591.03375,1608.2101,1623.0651
20240521_1823_WBLMayTX2V2G_Both_47,20240521_1823_WBLMayTX2V2G,Both,47,Both_47,1633.8401,1623.305,1659.4701
20240521_1823_WBLMayTX2V2G_A_48,20240521_1823_WBLMayTX2V2G,A,48,A_48,1642.38755,1659.63,1661.4701
20240521_1823_WBLMayTX2V2G_B_49,20240521_1823_WBLMayTX2V2G,B,49,B_49,1661.91505,1662.04,1664.2001
20240521_1823_WBLMayTX2V2G_A_50,20240521_1823_WBLMayTX2V2G,A,50,A_50,1665.87505,1668.67,1669.7101
20240521_1823_WBLMayTX2V2G_B_51,20240521_1823_WBLMayTX2V2G,B,51,B_51,1673.0731500000002,1676.0385,1677.4763
20240521_1823_WBLMayTX2V2G_A_51,20240521_1823_WBLMayTX2V2G,A,51,A_51,1676.7217500000002,1677.085,1677.405
20240521_1823_WBLMayTX2V2G_A_52,20240521_1823_WBLMayTX2V2G,A,52,A_52,1680.4450000000002,1677.725,1683.805
20240521_1823_WBLMayTX2V2G_Both_52,20240521_1823_WBLMayTX2V2G,Both,52,Both_52,1680.241,1679.8856,1682.757
20240521_1823_WBLMayTX2V2G_B_53,20240521_1823_WBLMayTX2V2G,B,53,B_53,1694.9356,1698.0802,1709.9856
20240521_1823_WBLMayTX2V2G_A_54,20240521_1823_WBLMayTX2V2G,A,54,A_54,1706.55925,1711.7705,1715.0383
20240521_1823_WBLMayTX2V2G_B_55,20240521_1823_WBLMayTX2V2G,B,55,B_55,1715.59755,1717.9109,1719.4246
20240521_1823_WBLMayTX2V2G_Both_55,20240521_1823_WBLMayTX2V2G,Both,55,Both_55,1719.1457500000001,1719.1161,1720.3806
20240521_1823_WBLMayTX2V2G_A_56,20240521_1823_WBLMayTX2V2G,A,56,A_56,1720.2710499999998,1720.3905,1721.426
20240521_1823_WBLMayTX2V2G_B_57,20240521_1823_WBLMayTX2V2G,B,57,B_57,1725.5745,1723.3284,1730.7585
20240521_1823_WBLMayTX2V2G_A_57,20240521_1823_WBLMayTX2V2G,A,57,A_57,1726.8376,1730.1875,1730.3468
20240521_1823_WBLMayTX2V2G_Both_57,20240521_1823_WBLMayTX2V2G,Both,57,Both_57,1730.96285,1730.5857,1731.7382
20240521_1823_WBLMayTX2V2G_A_58,20240521_1823_WBLMayTX2V2G,A,58,A_58,1732.54935,1733.234,1734.513
20240522_1325_S3WBLM0XQ553_B_1,20240522_1325_S3WBLM0XQ553,B,1,B_1,869.47269265,5.391867,5.7113853
20240522_1325_S3WBLM0XQ553_A_2,20240522_1325_S3WBLM0XQ553,A,2,A_2,6.6759335,7.56,7.96
20240522_1325_S3WBLM0XQ553_B_3,20240522_1325_S3WBLM0XQ553,B,3,B_3,10.955751,11.622469,14.351502
20240522_1325_S3WBLM0XQ553_A_3,20240522_1325_S3WBLM0XQ553,A,3,A_3,12.8373745,13.972539,14.05228
20240522_1325_S3WBLM0XQ553_Both_3,20240522_1325_S3WBLM0XQ553,Both,3,Both_3,14.8398185,14.291503,15.707098
20240522_1325_S3WBLM0XQ553_A_4,20240522_1325_S3WBLM0XQ553,A,4,A_4,18.8766065,16.763472,23.46171
20240522_1325_S3WBLM0XQ553_B_5,20240522_1325_S3WBLM0XQ553,B,5,B_5,22.4550775,23.920414,28.146683
20240522_1325_S3WBLM0XQ553_A_6,20240522_1325_S3WBLM0XQ553,A,6,A_6,31.250207,32.02,38.58
20240522_1325_S3WBLM0XQ553_B_7,20240522_1325_S3WBLM0XQ553,B,7,B_7,40.2593935,40.195538,48.498787
20240522_1325_S3WBLM0XQ553_A_8,20240522_1325_S3WBLM0XQ553,A,8,A_8,47.329524,51.03927,54.46351
20240522_1325_S3WBLM0XQ553_Both_8,20240522_1325_S3WBLM0XQ553,Both,8,Both_8,52.757665,54.23697,54.47606
20240522_1325_S3WBLM0XQ553_B_9,20240522_1325_S3WBLM0XQ553,B,9,B_9,56.34894,54.47606,58.46091
20240522_1325_S3WBLM0XQ553_Both_9,20240522_1325_S3WBLM0XQ553,Both,9,Both_9,57.74536,54.79485,61.01466
20240522_1325_S3WBLM0XQ553_A_10,20240522_1325_S3WBLM0XQ553,A,10,A_10,58.1841625,61.01466,61.573475
20240522_1325_S3WBLM0XQ553_Both_10,20240522_1325_S3WBLM0XQ553,Both,10,Both_10,61.460232000000005,61.347054,61.905804
20240522_1325_S3WBLM0XQ553_B_11,20240522_1325_S3WBLM0XQ553,B,11,B_11,62.355357,61.905804,63.36366
20240522_1325_S3WBLM0XQ553_A_12,20240522_1325_S3WBLM0XQ553,A,12,A_12,63.096757000000004,63.96839,64.28771
20240522_1325_S3WBLM0XQ553_B_13,20240522_1325_S3WBLM0XQ553,B,13,B_13,90.163475,64.61973,116.35856
20240522_1325_S3WBLM0XQ553_A_13,20240522_1325_S3WBLM0XQ553,A,13,A_13,82.49366,100.04901,100.36759
20240522_1325_S3WBLM0XQ553_A_14,20240522_1325_S3WBLM0XQ553,A,14,A_14,110.9839,116.719795,121.91879
20240522_1325_S3WBLM0XQ553_B_15,20240522_1325_S3WBLM0XQ553,B,15,B_15,129.4992875,122.41976,142.27878
20240522_1325_S3WBLM0XQ553_A_16,20240522_1325_S3WBLM0XQ553,A,16,A_16,136.800175,144.60959,151.18059
20240522_1325_S3WBLM0XQ553_Both_16,20240522_1325_S3WBLM0XQ553,Both,16,Both_16,148.84331500000002,149.23685,153.07704
20240522_1325_S3WBLM0XQ553_B_17,20240522_1325_S3WBLM0XQ553,B,17,B_17,153.234055,153.07416,157.23126
20240522_1325_S3WBLM0XQ553_A_18,20240522_1325_S3WBLM0XQ553,A,18,A_18,175.34403,158.76193,197.6139
20240522_1325_S3WBLM0XQ553_B_18,20240522_1325_S3WBLM0XQ553,B,18,B_18,178.227155,197.37302,197.69238
20240522_1325_S3WBLM0XQ553_B_19,20240522_1325_S3WBLM0XQ553,B,19,B_19,206.77651,198.65048,216.18
20240522_1325_S3WBLM0XQ553_A_20,20240522_1325_S3WBLM0XQ553,A,20,A_20,215.542565,219.285,232.43465
20240522_1325_S3WBLM0XQ553_Both_20,20240522_1325_S3WBLM0XQ553,Both,20,Both_20,225.81475,232.1055,232.3445
20240522_1325_S3WBLM0XQ553_B_21,20240522_1325_S3WBLM0XQ553,B,21,B_21,234.296335,232.3445,236.48717
20240522_1325_S3WBLM0XQ553_A_22,20240522_1325_S3WBLM0XQ553,A,22,A_22,241.02982500000002,237.43086,249.71515
20240522_1325_S3WBLM0XQ553_B_22,20240522_1325_S3WBLM0XQ553,B,22,B_22,243.53956499999998,249.32953,249.64827
20240522_1325_S3WBLM0XQ553_Both_22,20240522_1325_S3WBLM0XQ553,Both,22,Both_22,251.087265,249.71515,252.845
20240522_1325_S3WBLM0XQ553_B_23,20240522_1325_S3WBLM0XQ553,B,23,B_23,261.930495,252.75609,274.14584
20240522_1325_S3WBLM0XQ553_A_23,20240522_1325_S3WBLM0XQ553,A,23,A_23,260.08546,257.92346,267.41483
20240522_1325_S3WBLM0XQ553_A_24,20240522_1325_S3WBLM0XQ553,A,24,A_24,269.83815,274.7526,281.75284
20240522_1325_S3WBLM0XQ553_B_25,20240522_1325_S3WBLM0XQ553,B,25,B_25,284.06029,281.815,293.36798
20240522_1325_S3WBLM0XQ553_Both_25,20240522_1325_S3WBLM0XQ553,Both,25,Both_25,284.4719,286.0692,287.1288
20240522_1325_S3WBLM0XQ553_A_26,20240522_1325_S3WBLM0XQ553,A,26,A_26,308.89755,293.74393,331.7259
20240522_1325_S3WBLM0XQ553_Both_26,20240522_1325_S3WBLM0XQ553,Both,26,Both_26,312.594115,294.06723,331.4443
20240522_1325_S3WBLM0XQ553_B_26,20240522_1325_S3WBLM0XQ553,B,26,B_26,312.67582500000003,320.0873,331.28442
20240522_1325_S3WBLM0XQ553_B_27,20240522_1325_S3WBLM0XQ553,B,27,B_27,331.72134000000005,332.00388,343.35538
20240522_1325_S3WBLM0XQ553_A_28,20240522_1325_S3WBLM0XQ553,A,28,A_28,344.13193,346.34,356.25998
20240522_1325_S3WBLM0XQ553_B_28,20240522_1325_S3WBLM0XQ553,B,28,B_28,349.215015,351.93002,352.09003
20240522_1325_S3WBLM0XQ553_Both_28,20240522_1325_S3WBLM0XQ553,Both,28,Both_28,354.33657500000004,352.18,356.74313
20240522_1325_S3WBLM0XQ553_B_29,20240522_1325_S3WBLM0XQ553,B,29,B_29,358.30353,356.82294,364.42706
20240522_1325_S3WBLM0XQ553_A_29,20240522_1325_S3WBLM0XQ553,A,29,A_29,360.46036000000004,363.69882,364.09778
20240522_1325_S3WBLM0XQ553_Both_29,20240522_1325_S3WBLM0XQ553,Both,29,Both_29,365.69366,364.72528,367.6885
20240522_1325_S3WBLM0XQ553_A_30,20240522_1325_S3WBLM0XQ553,A,30,A_30,366.32659,367.6885,367.9279
20240522_1325_S3WBLM0XQ553_B_31,20240522_1325_S3WBLM0XQ553,B,31,B_31,368.1625,368.5567,368.6365
20240522_1325_S3WBLM0XQ553_A_32,20240522_1325_S3WBLM0XQ553,A,32,A_32,371.00334,369.44397,373.44998
20240522_1325_S3WBLM0XQ553_B_33,20240522_1325_S3WBLM0XQ553,B,33,B_33,371.56696999999997,373.44998,373.68997
20240522_1325_S3WBLM0XQ553_Both_33,20240522_1325_S3WBLM0XQ553,Both,33,Both_33,373.60999,373.61,373.77
20240522_1325_S3WBLM0XQ553_A_34,20240522_1325_S3WBLM0XQ553,A,34,A_34,382.96604,373.77,392.32208
20240522_1325_S3WBLM0XQ553_B_34,20240522_1325_S3WBLM0XQ553,B,34,B_34,383.046375,381.44998,392.32275
20240522_1325_S3WBLM0XQ553_Both_34,20240522_1325_S3WBLM0XQ553,Both,34,Both_34,382.57998999999995,382.25,383.71
20240522_1325_S3WBLM0XQ553_B_35,20240522_1325_S3WBLM0XQ553,B,35,B_35,401.34355,392.48227,420.4371
20240522_1325_S3WBLM0XQ553_A_36,20240522_1325_S3WBLM0XQ553,A,36,A_36,407.26466500000004,421.00842,422.04706
20240522_1325_S3WBLM0XQ553_Both_36,20240522_1325_S3WBLM0XQ553,Both,36,Both_36,422.595185,422.03067,424.18195
20240522_1325_S3WBLM0XQ553_B_37,20240522_1325_S3WBLM0XQ553,B,37,B_37,423.22583499999996,424.18195,424.421
20240522_1325_S3WBLM0XQ553_A_38,20240522_1325_S3WBLM0XQ553,A,38,A_38,426.669895,426.60117,429.15784
20240522_1325_S3WBLM0XQ553_B_39,20240522_1325_S3WBLM0XQ553,B,39,B_39,430.628865,434.0974,434.65656
20240522_1325_S3WBLM0XQ553_A_40,20240522_1325_S3WBLM0XQ553,A,40,A_40,436.05732,436.58432,438.01724
20240522_1325_S3WBLM0XQ553_Both_40,20240522_1325_S3WBLM0XQ553,Both,40,Both_40,437.98351,437.93155,439.3827
20240522_1325_S3WBLM0XQ553_B_41,20240522_1325_S3WBLM0XQ553,B,41,B_41,442.357635,439.3827,446.78372
20240522_1325_S3WBLM0XQ553_A_41,20240522_1325_S3WBLM0XQ553,A,41,A_41,443.01,446.4777,446.6373
20240522_1325_S3WBLM0XQ553_Both_41,20240522_1325_S3WBLM0XQ553,Both,41,Both_41,446.9964,446.7969,447.5151
20240522_1325_S3WBLM0XQ553_A_42,20240522_1325_S3WBLM0XQ553,A,42,A_42,452.8218,447.5151,458.8467
20240522_1325_S3WBLM0XQ553_Both_42,20240522_1325_S3WBLM0XQ553,Both,42,Both_42,452.05403,448.3929,456.59296
20240522_1325_S3WBLM0XQ553_B_43,20240522_1325_S3WBLM0XQ553,B,43,B_43,462.5828,459.86017,476.7727
20240522_1325_S3WBLM1GW0BF_B_1,20240522_1325_S3WBLM1GW0BF,B,1,B_1,230.94936049999998,1.7187784,2.038551
20240522_1325_S3WBLM1GW0BF_A_2,20240522_1325_S3WBLM1GW0BF,A,2,A_2,2.2393891999999997,2.44,2.76
20240522_1325_S3WBLM1GW0BF_B_3,20240522_1325_S3WBLM1GW0BF,B,3,B_3,3.3984515,3.797301,4.356903
20240522_1325_S3WBLM1GW0BF_A_4,20240522_1325_S3WBLM1GW0BF,A,4,A_4,4.5986505,4.68,5.4
20240522_1325_S3WBLM1GW0BF_B_5,20240522_1325_S3WBLM1GW0BF,B,5,B_5,10.1201755,6.355483,15.560351
20240522_1325_S3WBLM1GW0BF_A_6,20240522_1325_S3WBLM1GW0BF,A,6,A_6,12.7252415,16.775,19.095
20240522_1325_S3WBLM1GW0BF_Both_6,20240522_1325_S3WBLM1GW0BF,Both,6,Both_6,17.695,18.112312,18.615
20240522_1325_S3WBLM1GW0BF_B_7,20240522_1325_S3WBLM1GW0BF,B,7,B_7,19.109171,19.787035,20.10603
20240522_1325_S3WBLM1GW0BF_A_8,20240522_1325_S3WBLM1GW0BF,A,8,A_8,26.842784,22.855,33.898533
20240522_1325_S3WBLM1GW0BF_B_9,20240522_1325_S3WBLM1GW0BF,B,9,B_9,29.670298000000003,35.60619,36.485596
20240522_1325_S3WBLM1GW0BF_A_10,20240522_1325_S3WBLM1GW0BF,A,10,A_10,36.7081375,37.01181,37.810085
20240522_1325_S3WBLM1GW0BF_B_11,20240522_1325_S3WBLM1GW0BF,B,11,B_11,39.9065665,38.32435,42.801323
20240522_1325_S3WBLM1GW0BF_A_12,20240522_1325_S3WBLM1GW0BF,A,12,A_12,44.2574585,47.87791,50.190567
20240522_1325_S3WBLM1GW0BF_B_13,20240522_1325_S3WBLM1GW0BF,B,13,B_13,50.313798500000004,50.49094,52.749687
20240522_1325_S3WBLM1GW0BF_A_14,20240522_1325_S3WBLM1GW0BF,A,14,A_14,56.838808,52.98171,63.186676
20240522_1325_S3WBLM1GW0BF_B_14,20240522_1325_S3WBLM1GW0BF,B,14,B_14,57.2546185,61.288643,61.527527
20240522_1325_S3WBLM1GW0BF_Both_14,20240522_1325_S3WBLM1GW0BF,Both,14,Both_14,62.1645465,62.8812,63.04045
20240522_1325_S3WBLM1GW0BF_B_15,20240522_1325_S3WBLM1GW0BF,B,15,B_15,65.07096,64.3145,67.26072
20240522_1325_S3WBLM1GW0BF_A_16,20240522_1325_S3WBLM1GW0BF,A,16,A_16,67.38315,68.93394,70.4518
20240522_1325_S3WBLM1GW0BF_Both_16,20240522_1325_S3WBLM1GW0BF,Both,16,Both_16,69.76951,70.44582,70.60508
20240522_1325_S3WBLM1GW0BF_B_17,20240522_1325_S3WBLM1GW0BF,B,17,B_17,71.20228499999999,70.84396,71.95875
